,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Price in EUR
3637,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,17.22,4.61,GRP,Spain,60,1150500
3639,Flybridge,Sessa power boats,"new boat from stock,Diesel",2020,16.5,4.7,GRP,Italy,78,1066000
3640,Flybridge,Cranchi power boats,new boat from stock,2018,15.82,4.67,GRP,Netherlands,149,1059295
3643,Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,15.82,4.67,GRP,Austria,193,1053600
3646,Flybridge,Absolute power boats,"Used boat,Diesel",2019,16.0,4.65,GRP,Spain,172,999000
3647,Flybridge,Absolute power boats,"Used boat,Diesel",2019,16.0,4.65,GRP,Spain,95,999000
3648,Mega Yacht,Baglietto power boats,"Used boat,Diesel",1988,36.0,7.02,Aluminium,Greece,176,998500
3649,Flybridge,Fairline power boats,"Used boat,Diesel",2009,23.77,5.69,GRP,France,113,998000
3652,Trawler,Valk power boats,Used boat,2005,20.0,5.0,Steel,Netherlands,93,995000
3656,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2017,18.52,4.85,GRP,France,89,995000
3658,Motor Yacht,Azimut power boats,"Used boat,Diesel",2012,20.15,5.0,GRP,Germany,71,990000
3661,Motor Yacht,Elegance power boats,"Used boat,Diesel",2008,22.0,6.0,GRP,Netherlands,63,990000
3662,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,19.2,5.0,GRP,France,27,990000
3664,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,17.6,4.63,GRP,Germany,227,990000
3665,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2016,18.35,4.93,PVC,France,92,990000
3666,Flybridge,Princess power boats,"Used boat,Diesel",2010,22.58,5.49,GRP,Montenegro,96,990000
3667,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,20.4,4.95,GRP,Spain,149,990000
3668,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,20.4,4.95,GRP,Spain,94,990000
3669,Motor Yacht,Maiora power boats,"Used boat,Diesel",2009,21.4,5.61,GRP,Italy,30,990000
3671,Motor Yacht,Aicon power boats,"Used boat,Diesel",2010,22.68,5.88,GRP,Croatia,45,990000
3673,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,21.06,4.91,GRP,Malta,70,990000
3674,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,19.81,4.88,GRP,Malta,49,990000
3675,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,20.15,4.91,GRP,Malta,35,990000
3676,Hardtop,Sessa power boats,"new boat from stock,Diesel",2020,16.3,4.73,GRP,Italy,79,975000
